OBJECTID,NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,Match-Name,Type,enroll-per,enrollment_fid,enrollment_School,enrollment_Type,enrollment_Cluster,enrollment_Area,enrollment_Enrollment,enrollment_Capacity,enrollment_Map,future_use
24833.0,130174000704.0,1301740.0,Hightower Elementary School,13.0,4236 Tilly Mill Rd,Doraville,GA,30360.0,13.0,13089.0,DeKalb County,21.0,33.9184,-84.2813,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13079.0,13040.0,2022-2023,Hightower Elementary,Elementary,1.194,63.0,Hightower ES,Elementary,Dunwoody,Elementary 1,602.0,504.0,Map,n
24834.0,130174000707.0,1301740.0,Cross Keys High School,13.0,1626 N Druid Hills Rd NE,Brookhaven,GA,30319.0,13.0,13089.0,DeKalb County,21.0,33.8439,-84.33799999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13080.0,13042.0,2022-2023,Cross Keys High School,High,1.373,30.0,Cross Keys HS,High,Cross Keys,Horizon,1745.0,1271.0,Map,n
24835.0,130174000708.0,1301740.0,Clarkston High School,13.0,618 N Indian Creek Dr,Clarkston,GA,30021.0,13.0,13089.0,DeKalb County,21.0,33.7936,-84.2371,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13085.0,13041.0,2022-2023,Clarkston High School,High,1.133,25.0,Clarkston HS,High,Clarkston,High,1510.0,1333.0,Map,n
24836.0,130174000709.0,1301740.0,Murphey Candler Elementary School,13.0,6775 S Goddard Rd,Lithonia,GA,30038.0,13.0,13089.0,DeKalb County,41.0,33.651,-84.12739999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13091.0,13043.0,2022-2023,Murphey Candler Elementary,Elementary,0.769,94.0,Murphey Candler ES,Elementary,MLK,Elementary 3,498.0,648.0,Map,n
24837.0,130174000710.0,1301740.0,Briar Vista Elementary School,13.0,1131 Briar Vista Ter NE,Atlanta,GA,30324.0,13.0,13089.0,DeKalb County,21.0,33.8101,-84.3383,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13083.0,13042.0,2022-2023,Briar Vista Elementary,Elementary,1.006,10.0,Briar Vista ES,Elementary,Druid Hills,Elementary 2,531.0,528.0,Map,n
24838.0,130174000712.0,1301740.0,McNair High School,13.0,1804 Bouldercrest Rd SE,Atlanta,GA,30316.0,13.0,13089.0,DeKalb County,21.0,33.705,-84.32599999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13089.0,13044.0,2022-2023,McNair High School,High,0.46,87.0,McNair HS,High,McNair,Horizon,770.0,1674.0,Map,n
24839.0,130174000713.0,1301740.0,Toney Elementary School,13.0,2701 Oakland Ter,Decatur,GA,30032.0,13.0,13089.0,DeKalb County,21.0,33.7272,-84.2787,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13084.0,13010.0,2022-2023,Toney Elementary,Elementary,0.332,130.0,Toney ES,Elementary,Columbia,Elementary 3,199.0,600.0,Map,c
24840.0,130174000714.0,1301740.0,Oak Grove Elementary School,13.0,1857 Oak Grove Rd NE,Atlanta,GA,30345.0,13.0,13089.0,DeKalb County,21.0,33.8366,-84.2889,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13082.0,13042.0,2022-2023,Oak Grove Elementary,Elementary,0.849,96.0,Oak Grove ES,Elementary,Lakeside,Elementary 1,428.0,504.0,Map,c
24841.0,130174000715.0,1301740.0,Smoke Rise Elementary School,13.0,4780 Hugh Howell Road,Stone Mountain,GA,30087.0,13.0,13089.0,DeKalb County,21.0,33.850946,-84.193128,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13088.0,13041.0,2022-2023,Smoke Rise Elementary,Elementary,1.07,118.0,Smoke Rise ES,Elementary,Tucker,Elementary 2,1053.0,984.0,Map,n
24842.0,130174000717.0,1301740.0,Rock Chapel Elementary School,13.0,1130 Rock Chapel Rd,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,41.0,33.759733,-84.079952,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13093.0,13055.0,2022-2023,Rock Chapel Elementary,Elementary,0.679,110.0,Rock Chapel ES,Elementary,Stephenson,Elementary 3,375.0,552.0,Map,c
24843.0,130174000718.0,1301740.0,Pleasantdale Elementary School,13.0,3680 Pleasantdale Rd,Doraville,GA,30340.0,13.0,13089.0,DeKalb County,21.0,33.891115,-84.234611,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13081.0,13040.0,2022-2023,Pleasantdale Elementary,Elementary,0.807,103.0,Pleasantdale ES,Elementary,Lakeside,Elementary 1,794.0,984.0,Map,n
24844.0,130174000721.0,1301740.0,Lakeside High School,13.0,3801 Briarcliff Rd NE,Atlanta,GA,30345.0,13.0,13089.0,DeKalb County,21.0,33.8453,-84.2848,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13086.0,13042.0,2022-2023,Lakeside High School,High,1.304,75.0,Lakeside HS,High,Lakeside,High,2224.0,1705.0,Map,n
24845.0,130174000722.0,1301740.0,Jolly Elementary School,13.0,1070 Otello Ave,Clarkston,GA,30021.0,13.0,13089.0,DeKalb County,21.0,33.8099,-84.22589999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13086.0,13041.0,2022-2023,Jolly Elementary,Elementary,1.134,71.0,Jolly ES,Elementary,Clarkston,Elementary 2,789.0,696.0,Map,n
24846.0,130174000723.0,1301740.0,Hambrick Elementary School,13.0,1101 Hambrick Rd,Stone Mountain,GA,30083.0,13.0,13089.0,DeKalb County,21.0,33.8095,-84.2046,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13087.0,13041.0,2022-2023,Hambrick Elementary,Elementary,0.792,59.0,Hambrick ES,Elementary,Stone Mountain,Elementary 2,532.0,672.0,Map,n
24847.0,130174000724.0,1301740.0,Chesnut Elementary School,13.0,4576 N Peachtree Rd,Dunwoody,GA,30338.0,13.0,13089.0,DeKalb County,21.0,33.9279,-84.2959,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13079.0,13040.0,2022-2023,Chesnut Elementary,Elementary,1.279,24.0,Chesnut ES,Elementary,Dunwoody,Elementary 1,583.0,456.0,Map,n
24848.0,130174000725.0,1301740.0,Flat Shoals Elementary School,13.0,3226 Flat Shoals Rd,Decatur,GA,30034.0,13.0,13089.0,DeKalb County,21.0,33.7063,-84.28369999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13083.0,13044.0,2022-2023,Flat Shoals Elementary,Elementary,0.615,56.0,Flat Shoals ES,Elementary,McNair,Horizon,369.0,600.0,Map,c
24849.0,130174000726.0,1301740.0,Dunaire Elementary School,13.0,651 S Indian Creek Dr,Stone Mountain,GA,30083.0,13.0,13089.0,DeKalb County,21.0,33.7799,-84.22889999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13086.0,13041.0,2022-2023,Dunaire Elementary,Elementary,0.641,42.0,Dunaire ES,Elementary,Clarkston,Elementary 2,431.0,672.0,Map,n
24850.0,130174000727.0,1301740.0,Canby Lane Elementary School,13.0,4150 Green Hawk Trl,Decatur,GA,30035.0,13.0,13089.0,DeKalb County,21.0,33.7221,-84.2206,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13090.0,13010.0,2022-2023,Canby Lane Elementary,Elementary,0.688,14.0,Canby Lane ES,Elementary,Towers,Elementary 3,446.0,648.0,Map,c
24851.0,130174000728.0,1301740.0,Briarlake Elementary School,13.0,3590 Lavista Rd,Decatur,GA,30033.0,13.0,13089.0,DeKalb County,21.0,33.8392,-84.2692,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13086.0,13042.0,2022-2023,Briarlake Elementary,Elementary,0.746,11.0,Briarlake ES,Elementary,Lakeside,Elementary 2,358.0,480.0,Map,n
24852.0,130174000729.0,1301740.0,Ashford Park Elementary School,13.0,2968 Cravenridge Dr NE,Atlanta,GA,30319.0,13.0,13089.0,DeKalb County,21.0,33.87434,-84.322021,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13081.0,13040.0,2022-2023,Ashford Park Elementary,Elementary,1.617,3.0,Ashford Park ES,Elementary,Chamblee,Elementary 1,776.0,480.0,Map,c
24853.0,130174000732.0,1301740.0,Stone Mountain Elementary School,13.0,6720 James B Rivers Dr,Stone Mountain,GA,30083.0,13.0,13089.0,DeKalb County,21.0,33.8136,-84.1684,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13088.0,13041.0,2022-2023,Stone Mountain Elementary,Elementary,0.69,124.0,Stone Mountain ES,Elementary,Stone Mountain,Horizon,414.0,600.0,Map,n
24854.0,130174000734.0,1301740.0,Cary Reynolds Elementary School,13.0,1663 East Nancy Creek Drive,Atlanta,GA,30319.0,13.0,13089.0,DeKalb County,21.0,33.915132,-84.32016799999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13080.0,13040.0,2022-2023,Cary Reynolds Elementary,Elementary,0.476,15.0,Cary Reynolds ES,Elementary,Cross Keys,Elementary 1,297.0,624.0,Map,n
24855.0,130174000737.0,1301740.0,Midvale Elementary School,13.0,3836 Midvale Rd,Tucker,GA,30084.0,13.0,13089.0,DeKalb County,21.0,33.8567,-84.235,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13081.0,13040.0,2022-2023,Midvale Elementary,Elementary,0.745,89.0,Midvale ES,Elementary,Tucker,Elementary 2,411.0,552.0,Map,c
24856.0,130174000738.0,1301740.0,McLendon Elementary School,13.0,3169 Hollywood Dr,Decatur,GA,30033.0,13.0,13089.0,DeKalb County,21.0,33.8041,-84.26179999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13085.0,13042.0,2022-2023,McLendon Elementary,Elementary,0.623,85.0,McLendon ES,Elementary,Druid Hills,Elementary 2,329.0,528.0,Map,c
24857.0,130174000740.0,1301740.0,Indian Creek Elementary School,13.0,724 N Indian Creek Dr,Clarkston,GA,30021.0,13.0,13089.0,DeKalb County,21.0,33.79711,-84.23804199999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13085.0,13041.0,2022-2023,Indian Creek Elementary,Elementary,0.788,67.0,Indian Creek ES,Elementary,Clarkston,Elementary 2,964.0,1224.0,Map,n
24858.0,130174000741.0,1301740.0,Henderson Mill Elementary School,13.0,2408 Henderson Mill Rd NE,Atlanta,GA,30345.0,13.0,13089.0,DeKalb County,21.0,33.8563,-84.2587,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13081.0,13040.0,2022-2023,Henderson Mill Elementary,Elementary,1.069,61.0,Henderson Mill ES,Elementary,Lakeside,Elementary 1,539.0,504.0,Map,c
24859.0,130174001521.0,1301740.0,Marbut Elementary School,13.0,5776 Marbut Rd,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.7307,-84.1524,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13094.0,13055.0,2022-2023,Marbut Theme Elementary,Elementary,0.54,82.0,Marbut Theme,Elementary,Magnet and Theme,Elementary 3,428.0,792.0,,n
24861.0,130174001547.0,1301740.0,Stephenson Middle School,13.0,922 Stephenson Rd,Stone Mountain,GA,30087.0,13.0,13089.0,DeKalb County,21.0,33.7742,-84.11579999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13094.0,13055.0,2022-2023,Stephenson Middle School,Middle,,,,,,,,,,n
24862.0,130174001553.0,1301740.0,Stephenson High School,13.0,701 Stephenson Rd,Stone Mountain,GA,30087.0,13.0,13089.0,DeKalb County,21.0,33.7746,-84.12479999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13088.0,13055.0,2022-2023,Stephenson High School,High,0.591,121.0,Stephenson HS,High,Stephenson,High,1228.0,2077.0,Map,n
24863.0,,1301740.0,Miller Grove Middle School,13.0,2215 Miller Rd,Decatur,GA,30035.0,13.0,13089.0,DeKalb County,21.0,33.7239,-84.18349999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13092.0,13010.0,2022-2023,Miller Grove Middle School,Middle,,,,,,,,,,e
24864.0,130174001586.0,1301740.0,Henderson Middle School,13.0,2830 Henderson Mill Rd,Chamblee,GA,30341.0,13.0,13089.0,DeKalb County,21.0,33.867,-84.2525,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13081.0,13040.0,2022-2023,Henderson Middle School,Middle,,,,,,,,,,n
24865.0,130174001589.0,1301740.0,Druid Hills Middle School,13.0,3100 Mount Olive Dr,Decatur,GA,30033.0,13.0,13089.0,DeKalb County,21.0,33.8193,-84.27299999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13084.0,13042.0,2022-2023,Druid Hills Middle School,Middle,,,,,,,,,,n
24866.0,130174001862.0,1301740.0,Eldridge L. Miller Elementary School,13.0,919 Martin Rd,Stone Mountain,GA,30088.0,13.0,13089.0,DeKalb County,21.0,33.7697,-84.1795,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13087.0,13041.0,2022-2023,Eldridge L. Miller Elementary School,Elementary,0.694,50.0,E L Miller ES,Elementary,Redan,Elementary 3,450.0,648.0,Map,n
24867.0,130174001998.0,1301740.0,Panola Way Elementary School,13.0,2170 Panola Way Ct,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.729,-84.1692,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13087.0,13055.0,2022-2023,Panola Way Elementary,Elementary,0.655,99.0,Panola Way ES,Elementary,Miller Grove,Horizon,550.0,840.0,Map,n
24869.0,130174002031.0,1301740.0,Peachtree Middle School,13.0,4664 N Peachtree Rd,Atlanta,GA,30338.0,13.0,13089.0,DeKalb County,21.0,33.9311,-84.2968,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13079.0,13040.0,2022-2023,Peachtree Middle School,Middle,,,,,,,,,,n
24875.0,130174002074.0,1301740.0,Pine Ridge Elementary School,13.0,750 Pine Ridge Dr,Stone Mountain,GA,30087.0,13.0,13089.0,DeKalb County,21.0,33.7734,-84.1205,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13094.0,13055.0,2022-2023,Pine Ridge Elementary,Elementary,0.646,102.0,Pine Ridge ES,Elementary,Stephenson,Horizon,543.0,840.0,Map,n
24871.0,130174002112.0,1301740.0,Browns Mill Elementary School,13.0,4863 Browns Mill Rd,Lithonia,GA,30038.0,13.0,13089.0,DeKalb County,21.0,33.677,-84.1893,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13090.0,13010.0,2022-2023,Browns Mill Elementary,Elementary,0.583,13.0,Browns Mill ES,Elementary,MLK,Horizon,378.0,648.0,Map,c
24872.0,130174002256.0,1301740.0,Robert Shaw Theme School,13.0,385 Glendale Rd,Scottdale,GA,30079.0,13.0,13089.0,DeKalb County,21.0,33.7862,-84.2547,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13085.0,13041.0,2022-2023,Robert Shaw Theme,Elementary,0.637,109.0,Robert Shaw Theme,Elementary,Magnet and Theme,Specialty,321.0,504.0,,c
24873.0,130174002308.0,1301740.0,Narvie Harris Elementary School,13.0,3981 McGill Dr,Decatur,GA,30034.0,13.0,13089.0,DeKalb County,21.0,33.6668,-84.2266,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13084.0,13010.0,2022-2023,Narvie Harris Theme Elementary,Elementary,0.656,95.0,Narvie Harris Theme,Elementary,Magnet and Theme,Specialty,535.0,816.0,,n
24874.0,130174002310.0,1301740.0,Cedar Grove Middle School,13.0,2300 Wildcat Rd,Decatur,GA,30034.0,13.0,13089.0,DeKalb County,21.0,33.6873,-84.29569999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13083.0,13044.0,2022-2023,Cedar Grove Middle School,Middle,,,,,,,,,,c
24876.0,130174002370.0,1301740.0,Freedom Middle School,13.0,505 S Hairston Rd,Stone Mountain,GA,30088.0,13.0,13089.0,DeKalb County,21.0,33.7819,-84.1966,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13087.0,13041.0,2022-2023,Freedom Middle School,Middle,,,,,,,,,,n
24877.0,130174002478.0,1301740.0,Wynbrooke Elementary School,13.0,440 Wicksbury Way,Stone Mountain,GA,30087.0,13.0,13089.0,DeKalb County,21.0,33.788,-84.1114,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13094.0,13041.0,2022-2023,Wynbrooke Theme,Elementary,0.593,138.0,Wynbrooke Theme,Elementary,Magnet and Theme,Specialty,498.0,840.0,,n
24878.0,130174002479.0,1301740.0,Martin Luther King- Jr. High School,13.0,3991 Snapfinger Rd,Lithonia,GA,30038.0,13.0,13089.0,DeKalb County,21.0,33.6611,-84.1988,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13084.0,13010.0,2022-2023,Martin Luther King Jr High School,High,0.661,84.0,Martin Luther King Jr HS,High,MLK,High,1352.0,2046.0,Map,n
24879.0,130174002480.0,1301740.0,Columbia Middle School,13.0,3001 Columbia Dr,Decatur,GA,30034.0,13.0,13089.0,DeKalb County,21.0,33.6974,-84.2535,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13084.0,13010.0,2022-2023,Columbia Middle School,Middle,,,,,,,,,,n
24881.0,130174002537.0,1301740.0,Lithonia High School,13.0,2440 Phillips Rd,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.725,-84.1294,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13092.0,13043.0,2022-2023,Lithonia High School,High,1.097,79.0,Lithonia HS,High,Lithonia,High,1564.0,1426.0,Map,c
24884.0,130174002858.0,1301740.0,Lithonia Middle School,13.0,2451 Randall Ave,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.7148,-84.11069999999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13092.0,13043.0,2022-2023,Lithonia Middle School,Middle,,,,,,,,,,e
24885.0,130174002859.0,1301740.0,Redan Middle School,13.0,1775 Young Rd,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.7415,-84.1572,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13088.0,13055.0,2022-2023,Redan Middle School,Middle,,,,,,,,,,n
24886.0,130174003332.0,1301740.0,Miller Grove High School,13.0,2645 Dekalb Medical Pkwy,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.7097,-84.149,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13092.0,13043.0,2022-2023,Miller Grove High School,High,0.588,90.0,Miller Grove HS,High,Miller Grove,High,1093.0,1860.0,Map,n
24887.0,130174003334.0,1301740.0,Oakview Elementary,13.0,3574 Oakvale Rd,Decatur,GA,30034.0,13.0,13089.0,DeKalb County,21.0,33.6799,-84.2689,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1305.0,13083.0,13010.0,2022-2023,Oak View Elementary,Elementary,0.7,97.0,Oak View ES,Elementary,Cedar Grove,Horizon,672.0,960.0,Map,n
24888.0,130174003336.0,1301740.0,Chamblee Middle School,13.0,3601 Sexton Woods Dr,Chamblee,GA,30341.0,13.0,13089.0,DeKalb County,21.0,33.8967,-84.3109,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13081.0,13040.0,2022-2023,Chamblee Middle School,Middle,,,,,,,,,,n
24889.0,130174003337.0,1301740.0,Stone Mountain Middle School,13.0,4293 Sarr Pkwy,Stone Mountain,GA,30083.0,13.0,13089.0,DeKalb County,21.0,33.8327,-84.212,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13087.0,13041.0,2022-2023,Stone Mountain Middle School,Middle,,,,,,,,,,n
24890.0,130174003338.0,1301740.0,Tucker Middle School,13.0,2160 Idlewood Rd,Tucker,GA,30084.0,13.0,13089.0,DeKalb County,21.0,33.8472,-84.2142,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13087.0,13041.0,2022-2023,Tucker Middle School,Middle,,,,,,,,,,n
24893.0,130174003634.0,1301740.0,Flat Rock Elementary School,13.0,4603 Evans Mill Rd,Lithonia,GA,30038.0,13.0,13089.0,DeKalb County,21.0,33.6588,-84.1597,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13090.0,13043.0,2022-2023,Flat Rock Elementary,Elementary,1.001,55.0,Flat Rock ES,Elementary,MLK,Horizon,961.0,960.0,Map,n
24895.0,130174003665.0,1301740.0,Princeton Elementary School,13.0,1301 S Deshon Rd,Lithonia,GA,30058.0,13.0,13089.0,DeKalb County,21.0,33.7615,-84.1148,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13094.0,13055.0,2022-2023,Princeton Elementary,Elementary,0.8,104.0,Princeton ES,Elementary,Stephenson,Elementary 3,749.0,936.0,Map,n
24901.0,130174003914.0,1301740.0,Dunwoody Elementary School,13.0,1923 Womack Rd,Dunwoody,GA,30338.0,13.0,13089.0,DeKalb County,21.0,33.9416,-84.3083,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1306.0,13079.0,13040.0,2022-2023,Dunwoody Elementary,Elementary,0.823,43.0,Dunwoody ES,Elementary,Dunwoody,Elementary 1,790.0,960.0,Map,n
24902.0,130174003915.0,1301740.0,Arabia Mountain High School - Academy of Engineering- Medic,13.0,6610 Browns Mill Rd,Lithonia,GA,30038.0,13.0,13089.0,DeKalb County,41.0,33.650543,-84.131015,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13091.0,13043.0,2022-2023,Arabia Mountain High School,High,0.74,2.0,Arabia Mountain HS,High,Magnet and Theme,High,1170.0,1581.0,,n
24903.0,130174003921.0,1301740.0,Elizabeth Andrews High School,13.0,1701 Mountain Industrial Blvd,Stone Mountain,GA,30083.0,13.0,13089.0,DeKalb County,21.0,33.832661,-84.19454299999998,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA",1.0,122.0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1304.0,13088.0,13041.0,2022-2023,Elizabeth Andrews High School,High,,51.0,Elizabeth Andrews HS,High,Magnet and Theme,Horizon,189.0,0.0,,n
